사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소,연봉,잔업시간,미사용휴가일수,급여은행,계좌번호,4대보험가입여부,성과점수,인사고과_2020,인사고과_2021,인사고과_2022,인사고과_2023,인사고과_2024,자격증,TOEIC점수,자격증수당여부,포상이력,징계이력,징계사유
EMP0251,장성민,남,37,1990-01-19,900119-1471942,미필,2017-03-25,9,대졸,성균관대학교,3.9,추천,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,jangsungmin_work@hanmail.net,010-1384-9021,서울시 용산구 이태원동,59000000,18,13,신한은행,180-728-917491,가입,83,B,B,B,A,B,,,비해당,,,
EMP0252,최민재,남,45,1982-06-02,820602-1395322,면제,2007-08-14,18,대졸,고려대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀원,2,정년퇴직,2013-02-03,choiminjae86@naver.com,010-2219-3901,서울시 노원구 상계동,83000000,13,2,카카오뱅크,333-81-4100688,가입,89,B,A,A,A,A,정보보안기사,677,해당,,,
EMP0253,임동현,남,28,1999-01-24,990124-1599168,군필,2023-01-24,3,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,limdonghyun.3@gmail.com,010-2303-3881,서울시 마포구 합정동,43000000,21,5,신한은행,100-952-264275,가입,83,,,,B,B,리눅스마스터,867,해당,팀워크상,,
EMP0254,임보미,여,34,1993-02-07,930207-2749954,해당없음,2016-02-23,10,대졸,광운대학교,3.4,인턴전환,계약직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀원,1,,,limbomi.6@nate.com,010-2079-5299,서울시 용산구 이태원동,50000000,19,14,농협은행,356-6104-6058-28,가입,84,B,B,A,B,A,,532,비해당,,,
EMP0255,문채영,여,34,1993-09-24,930924-2258375,해당없음,2021-08-11,4,대학원졸,연세대학교,3.2,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,대리,팀원,1,,,moonchaeyoung_583@gmail.com,010-9148-7426,서울시 마포구 상암동,41000000,13,0,카카오뱅크,333-35-9719077,가입,71,,D,D,C,C,AWS Solutions Architect,507,해당,,,
EMP0256,차나은,여,27,2000-08-14,000814-4655364,해당없음,2023-10-24,2,대학원졸,부산대학교,3.9,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,계약만료,2025-10-27,chanaeun18@daum.net,010-7832-5032,서울시 마포구 합정동,36000000,10,4,토스뱅크,100-5521-0123,가입,71,,,,B,C,컴퓨터활용능력1급,,해당,,,
EMP0257,원소희,여,34,1993-10-26,931026-2846489,해당없음,2021-09-11,4,고졸,,,경력,정규직,KT,대리,영업관리,두리안정보기술,서울 여의도,인사부,채용팀,3,대리,팀원,1,,,wonsohee.6@kakao.com,010-3394-5468,서울시 용산구 이태원동,43000000,15,15,토스뱅크,100-0302-4085,가입,69,,C,D,B,D,컴퓨터활용능력1급,699,해당,,,
EMP0258,홍세연,여,34,1993-10-20,931020-2895304,해당없음,2016-11-07,9,전문대졸,경북전문대학교,2.9,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,과장,팀원,1,,,hongseyeon.3@naver.com,010-6288-1277,서울시 서초구 서초동,49000000,19,14,국민은행,759081-24-143464,가입,78,B,C,B,C,C,,820,비해당,,,
EMP0259,홍승준,남,36,1991-12-13,911213-1532686,군필,2019-06-27,6,대졸,숭실대학교,3.5,공채,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,과장,팀원,1,,,hongseungjun77@nate.com,010-3539-9980,서울시 강남구 논현동,61600000,30,15,국민은행,703867-18-758594,가입,75,C,B,B,C,B,,886,비해당,,,
EMP0260,유준우,남,28,1999-11-22,991122-1835916,면제,2025-04-02,1,대학원졸,단국대학교,3.2,경력,정규직,현대자동차,과장,인사관리,두리안정보기술,서울 여의도,개발부,백엔드팀,1,사원,팀원,1,권고사직,2026-04-02,yoojunwoo.1@daum.net,010-5352-7132,경기도 성남시 분당구 정자동,41800000,14,5,카카오뱅크,333-77-8756918,가입,71,,,,,,리눅스마스터,606,해당,,,
EMP0261,한다은,여,56,1971-06-09,710609-2478471,해당없음,2002-06-07,23,대학원졸,아주대학교,3.2,공채,계약직,,,,두리안정보기술,서울 여의도,개발부,인프라팀,1,부장,팀원,2,,,handaeun_623@naver.com,010-6471-4380,경기도 성남시 분당구 판교동,123200000,8,8,카카오뱅크,333-03-8439715,가입,91,A,B,A,A,B,,,비해당,,,
EMP0262,방지수,여,37,1990-08-18,900818-2225909,해당없음,2016-03-16,10,대학원졸,성균관대학교,3.4,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀원,1,,,bangjisu27@gmail.com,010-2410-4847,서울시 강서구 마곡동,57000000,20,14,농협은행,302-0881-5017-17,가입,78,C,B,B,B,B,정보보안기사,713,해당,,,
EMP0263,송서윤,여,50,1977-12-05,771205-2781765,해당없음,2004-02-24,22,대졸,연세대학교,3.7,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,부장,팀원,2,,,songseoyoon30@hanmail.net,010-7017-8475,경기도 성남시 분당구 판교동,89100000,18,15,국민은행,847855-77-981077,가입,90,A,A,A,B,A,컴퓨터활용능력1급,,해당,,,
EMP0264,양태양,남,49,1978-11-12,781112-1458245,군필,2009-06-24,16,전문대졸,경북전문대학교,3.7,경력,정규직,포스코,차장,인사관리,두리안정보기술,경기 판교,인사부,교육팀,3,부장,팀원,2,,,yangtaeyang.9@gmail.com,010-9512-2700,경기도 고양시 일산동구 장항동,88000000,14,12,카카오뱅크,333-40-9474334,가입,85,A,B,C,B,B,정보처리기사,970,해당,,,
EMP0265,안승준,남,38,1989-06-16,890616-1353580,군필,2013-11-23,12,대졸,세종대학교,2.8,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,차장,팀원,2,,,ahnseungjun25@naver.com,010-4042-2168,서울시 강남구 논현동,61000000,19,3,신한은행,180-392-466001,가입,81,A,B,B,B,B,,573,비해당,,,
EMP0266,유채원,여,32,1995-12-20,951220-2614125,해당없음,2018-07-01,7,대졸,숙명여자대학교,3.4,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,yoochaewon98@gmail.com,010-5020-2540,서울시 강서구 마곡동,42000000,16,15,국민은행,408350-71-255138,가입,69,B,C,C,C,D,,800,비해당,,,
EMP0267,공혜린,여,36,1991-05-18,910518-2730320,해당없음,2020-01-11,6,대졸,고려대학교,3.4,경력,정규직,삼성전자,차장,프론트엔드개발,두리안정보기술,서울 여의도,인사부,교육팀,3,대리,팀원,1,,,konghyerin10@kakao.com,010-3893-7172,서울시 강남구 삼성동,45000000,16,4,우리은행,1002-319-965978,가입,71,C,C,D,C,B,,731,비해당,,,
EMP0268,오소희,여,36,1991-08-26,910826-2355047,해당없음,2020-04-23,6,대학원졸,한국외국어대학교,3.2,공채,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,대리,팀원,1,,,ohsohee95@nate.com,010-9944-7116,경기도 수원시 영통구 매탄동,42900000,11,5,카카오뱅크,333-36-3043269,가입,68,C,B,B,C,B,SQLD,985,해당,,,
EMP0269,심하은,여,38,1989-01-08,890108-2667702,해당없음,2012-02-18,14,대졸,한국외국어대학교,2.5,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,차장,팀원,2,자발적퇴직,2015-08-29,shimhaeun66@hanmail.net,010-3698-5047,경기도 용인시 기흥구 영덕동,63000000,17,4,농협은행,356-2698-5838-88,가입,88,A,B,B,A,A,,609,비해당,MVP,,
EMP0270,나하늘,여,28,1999-07-02,990702-2188963,해당없음,2023-01-25,3,고졸,,,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,nahaneul_work@hanmail.net,010-6359-6048,경기도 성남시 분당구 판교동,35000000,17,11,하나은행,162-406613-1773,가입,61,,,,D,C,,895,비해당,우수사원상,,
EMP0271,손하영,여,49,1978-02-23,780223-2409345,해당없음,2009-08-11,16,대졸,한양대학교,3.4,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,부장,팀원,2,,,sonhayoung_917@gmail.com,010-5775-5047,서울시 마포구 합정동,90000000,17,10,기업은행,020-12-411824,가입,93,S,A,B,S,A,리눅스마스터,,해당,,,
EMP0272,오지영,여,30,1997-05-19,970519-2724187,해당없음,2020-08-23,5,대졸,중앙대학교,2.9,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,대리,팀원,1,,,ohjiyoung_dev@gmail.com,010-1672-2151,서울시 송파구 문정동,45000000,17,12,카카오뱅크,333-31-3810678,가입,81,B,C,B,B,B,,636,비해당,MVP,,
EMP0273,차민석,남,29,1998-07-07,980707-1200331,군필,2023-12-22,2,대졸,연세대학교,2.9,인턴전환,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,chaminseok_dev@gmail.com,010-1051-4912,서울시 강동구 천호동,38000000,16,7,농협은행,302-2062-8844-23,가입,75,,,,B,B,정보처리기사,,해당,팀워크상,,
EMP0274,우세연,여,34,1993-02-14,930214-2317192,해당없음,2022-04-04,4,대학원졸,세종대학교,2.5,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,wooseyeon.7@kakao.com,010-1397-4998,경기도 용인시 기흥구 영덕동,45000000,15,12,하나은행,162-122896-6556,가입,79,,,C,B,C,,860,비해당,MVP,,
EMP0275,유서준,남,36,1991-01-16,910116-1152497,면제,2021-06-13,4,전문대졸,경북전문대학교,2.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,대리,팀원,1,,,yooseojun_400@naver.com,010-7708-6105,서울시 마포구 상암동,44000000,11,14,토스뱅크,100-9545-1414,가입,76,,B,B,B,B,리눅스마스터,968,해당,,,
EMP0276,권주원,남,36,1991-08-14,910814-1241504,미필,2014-05-18,12,전문대졸,명지전문대학,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,차장,팀원,2,,,kwonjuwon83@naver.com,010-8453-3869,서울시 서초구 서초동,62000000,15,4,우리은행,1005-575-884463,가입,85,B,B,A,B,B,AWS Solutions Architect,,해당,,정직,지각반복
EMP0277,한재현,남,47,1980-01-10,800110-1982844,미필,2005-07-05,20,전문대졸,영진전문대학교,3.3,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,부장,팀원,2,,,hanjaehyun_work@kakao.com,010-4255-1262,서울시 마포구 합정동,114000000,9,13,토스뱅크,100-5168-8233,가입,97,S,S,S,S,S,ADsP,518,해당,,,
EMP0278,함지아,여,40,1987-11-26,871126-2727296,해당없음,2014-12-05,11,대졸,충남대학교,3.2,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,hamjia@naver.com,010-6084-9302,서울시 마포구 상암동,52000000,23,15,토스뱅크,100-9442-1399,가입,87,B,B,A,B,B,정보보안기사,697,해당,,,
EMP0279,조준서,남,55,1972-09-07,720907-1964774,군필,2002-01-01,24,대졸,아주대학교,3,추천,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,부장,팀원,2,,,jojunseo_dev@kakao.com,010-4608-1686,서울시 강남구 삼성동,120000000,13,8,기업은행,020-93-534874,가입,95,A,S,S,S,S,,883,비해당,,,
EMP0280,김수아,여,30,1997-03-14,970314-2705073,해당없음,2022-04-14,4,대졸,경북대학교,4,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,사원,팀원,1,,,kimsua_798@gmail.com,010-8108-8919,서울시 송파구 문정동,38000000,15,4,국민은행,309946-36-375330,가입,70,,,C,B,C,정보보안기사,,해당,,,
EMP0281,하수빈,여,37,1990-05-04,900504-2534344,해당없음,2020-10-10,5,대졸,서강대학교,3.9,추천,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,hasubin72@hanmail.net,010-4506-7640,서울시 영등포구 여의도동,50000000,18,11,기업은행,010-16-400524,가입,79,C,B,C,C,B,,,비해당,MVP,,
EMP0282,류민재,남,38,1989-06-19,890619-1186345,미필,2012-03-20,14,전문대졸,명지전문대학,2.7,공채,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,차장,팀원,2,,,ryuminjae.5@daum.net,010-9619-2174,인천시 부평구 부평동,72600000,24,6,우리은행,1005-678-445389,가입,78,C,C,C,C,B,SQLD,957,해당,,,
EMP0283,장하은,여,40,1987-11-25,871125-2352372,해당없음,2014-05-06,12,대졸,한양대학교,3.1,공채,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,janghaeun_181@gmail.com,010-8355-3066,서울시 서초구 방배동,59000000,20,4,우리은행,1005-622-723246,가입,85,A,A,B,B,B,,,비해당,,,
EMP0284,류수현,남,46,1981-07-14,810714-1833851,군필,2008-12-16,17,대졸,이화여자대학교,3,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,부장,팀원,2,,,ryusoohyun54@naver.com,010-4932-9401,인천시 부평구 부평동,78000000,12,8,국민은행,951439-60-469693,가입,84,A,C,A,A,B,정보보안기사,,해당,,,
EMP0285,송다은,여,43,1984-01-21,840121-2699678,해당없음,2007-01-25,19,대졸,중앙대학교,2.8,경력,정규직,포스코,과장,재무회계,두리안정보기술,경기 판교,영업부,해외영업팀,1,부장,팀원,2,,,songdaeun_371@nate.com,010-5163-7468,서울시 송파구 문정동,86000000,17,7,하나은행,111-632622-6317,미가입,91,B,A,A,B,S,SQLD,949,해당,,,
EMP0286,곽우진,남,27,2000-01-14,000114-3818362,군필,2023-04-13,3,대학원졸,가천대학교,2.5,추천,계약직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,사원,팀원,1,,,kwakwoojin_121@nate.com,010-5789-5212,서울시 영등포구 여의도동,33000000,6,7,농협은행,301-9400-9802-82,가입,70,,,,C,B,빅데이터분석기사,668,해당,,,
EMP0287,허건우,남,43,1984-05-10,840510-1860548,군필,2007-02-25,19,대졸,부산대학교,2.6,경력,정규직,카카오,대리,프론트엔드개발,두리안정보기술,서울 여의도,개발부,프론트팀,1,부장,팀원,2,,,heogunwoo_450@kakao.com,010-6757-1488,서울시 용산구 이태원동,84700000,13,5,토스뱅크,100-8997-4126,가입,83,B,A,A,B,A,SQLD,698,해당,,,
EMP0288,현미래,여,30,1997-10-21,971021-2240592,해당없음,2025-03-07,1,고졸,,,경력,정규직,롯데그룹,차장,재무회계,두리안정보기술,서울 강남,기획부,전략기획팀,1,사원,팀원,1,,,hyunmirae.9@nate.com,010-6582-2962,인천시 부평구 부평동,37000000,14,3,기업은행,010-78-680112,가입,76,,,,,,정보보안기사,928,해당,팀워크상,,
EMP0289,나재민,남,31,1996-01-28,960128-1480142,군필,2019-07-10,6,대졸,동국대학교,3.7,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,대리,팀원,1,,,najaemin.4@gmail.com,010-4793-1804,서울시 송파구 문정동,42900000,11,10,카카오뱅크,333-88-9645900,가입,76,B,B,B,B,B,,,비해당,,,
EMP0290,현지현,여,55,1972-10-28,721028-2266521,해당없음,2005-12-18,20,대졸,전북대학교,2.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,부장,팀원,2,,,hyunjihyun90@naver.com,010-3075-3774,경기도 성남시 분당구 정자동,117000000,9,5,국민은행,123388-29-727743,가입,93,S,A,B,A,B,ADsP,914,해당,,,
EMP0291,백민준,남,49,1978-12-25,781225-1824880,군필,2007-10-26,18,고졸,,,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,baekminjun_354@nate.com,010-1762-2182,서울시 은평구 불광동,81000000,14,3,기업은행,030-05-982620,가입,92,A,B,A,A,A,ADsP,558,해당,,,
EMP0292,신선우,남,24,2003-12-01,031201-3586101,미필,2025-12-04,0,대졸,서강대학교,3.6,경력,정규직,네이버,차장,재무회계,두리안정보기술,서울 여의도,개발부,AI팀,1,사원,팀원,1,,,shinsunwoo_dev@naver.com,010-5643-5576,서울시 마포구 상암동,39600000,5,14,농협은행,351-7122-3107-12,가입,61,,,,,,ADsP,,해당,,,
EMP0293,함서연,여,39,1988-06-10,880610-2166026,해당없음,2020-10-15,5,대졸,충남대학교,2.9,추천,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,과장,팀원,1,,,hamseoyeon.8@gmail.com,010-3442-1320,서울시 용산구 이태원동,58000000,21,8,토스뱅크,100-3909-2257,가입,78,B,C,B,C,B,정보보안기사,853,해당,팀워크상,,
EMP0294,주혜린,여,31,1996-12-10,961210-2243650,해당없음,2025-03-04,1,대졸,국민대학교,3.5,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,사원,팀원,1,,,juhyerin23@nate.com,010-3223-4616,서울시 마포구 합정동,36000000,11,6,기업은행,020-50-533158,가입,61,,,,,,,720,비해당,,경고,지각반복
EMP0295,양하준,남,28,1999-02-09,990209-1711193,군필,2025-10-14,0,대졸,서강대학교,2.6,공채,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,사원,팀원,1,,,yanghajun.8@nate.com,010-3691-1440,서울시 서초구 서초동,37000000,14,0,하나은행,181-175014-8038,가입,68,,,,,,,,비해당,,,
EMP0296,지선우,남,26,2001-01-24,010124-3213796,군필,2025-04-24,1,대졸,한양대학교,2.6,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,사원,팀원,1,,,jisunwoo_257@nate.com,010-3722-5360,경기도 성남시 분당구 정자동,32000000,17,6,국민은행,227336-13-834769,가입,65,,,,,,,503,비해당,,경고,업무태만
EMP0297,유지유,여,44,1983-03-20,830320-2708868,해당없음,2013-08-14,12,대졸,중앙대학교,3.9,경력,정규직,삼성전자,대리,재무회계,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,차장,팀원,2,,,yoojiyu69@hanmail.net,010-9907-2215,서울시 송파구 잠실동,72000000,15,5,농협은행,301-3583-7077-87,가입,86,B,B,B,B,B,,,비해당,MVP,,
EMP0298,고준서,남,32,1995-09-05,950905-1131821,군필,2018-05-11,8,고졸,,,경력,정규직,현대자동차,차장,프론트엔드개발,두리안정보기술,경기 판교,개발부,인프라팀,1,과장,팀원,1,,,kojunseo71@hanmail.net,010-7087-1937,경기도 용인시 기흥구 영덕동,55000000,23,2,카카오뱅크,333-03-1321458,가입,76,B,C,C,C,B,정보처리기사,,해당,,,
EMP0299,방준서,남,32,1995-09-21,950921-1462127,군필,2020-11-04,5,고졸,,,경력,정규직,롯데그룹,과장,프로젝트관리,두리안정보기술,서울 여의도,영업부,해외영업팀,1,대리,팀원,1,,,bangjunseo_253@kakao.com,010-3445-5414,경기도 성남시 분당구 정자동,42000000,11,8,신한은행,140-246-478600,가입,79,B,C,B,C,B,정보처리기사,501,해당,,,
EMP0300,홍태양,남,36,1991-03-26,910326-1975454,군필,2014-05-27,11,대학원졸,경희대학교,2.6,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,hongtaeyang.3@kakao.com,010-9166-5079,경기도 성남시 분당구 정자동,69000000,23,0,토스뱅크,100-2843-9409,미가입,86,A,B,B,B,B,정보처리기사,524,해당,,,
